Brand_id,Brand_name,Brand_description,Brand_url,Brand_image,Brand_isActive,Activefrom
"24","Acumen Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"25","SHP Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"26","Ascent Meditech Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"27","Regain Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"28","Uni-san Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"29","Styrax Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"30","Adicure Pharma Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"31","Mihika Pharmaceutical","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"32","Apple Laboratories Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"33","Xectus Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"34","Inventiva Labs Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"35","Add Labs Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"36","Threpsi Solutions Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"37","Omnica Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"38","Grifols India Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"39","Medex India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"40","Accentus Health Care","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"41","Quiver Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"42","Pacira Healthcare PVT LTD","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"43","Zedon Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"44","Mediworld Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"45","A. B Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"46","Ambrezzia Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"47","Arico Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"48","Mediwell Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"49","Span Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"50","Ruby Enterprise","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"51","Abettor Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"52","Altcare Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"53","Mega Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"54","Amogh Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"55","Martel Hammer Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"56","De-Cross Labs (India) Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"57","Sanrose Nutrachem","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"58","Jishika Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"59","Dr Asclepius","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"60","Alex Pen Remedies","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"61","Far West Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"62","Neuralco Labs","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"63","Easteria Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"64","Arene Lifesciences Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"65","Ardez Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"66","Cera Biologicals India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"67","Medicon Health Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"68","Axiom Therapeutics Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"69","Cognitio Care","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"70","Alletia Remedies Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"71","Stanford Organics Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"72","Artichem Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"73","Synthokind Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"74","Aquarius Health Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"75","HHT Pharma Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"76","Alaster Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"77","Aquadry Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"78","Ascent Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"79","Medi Surge Impex","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"80","Constant Remedies Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"81","Sujo Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"82","Adney Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"83","Antares Pharmaceuticals Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"84","Neol Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"85","M M S Enterprises","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"86","Robin Herbal Health Care Products","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"87","Sytabz Meditech Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"88","Noir Pharmaceuticals Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"89","Mcmewa Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"90","Abrente Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"91","Aaeka Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"92","Abnart pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"93","Ahaan Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"94","Avillions Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"95","Atrica Pharmaceuticals India Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"96","Yenisowl Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"97","Alishan Biotec Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"98","Adalia Pharmaceuticals LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"99","Novacross Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"100","Avirav Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"101","Healkraft Pharma India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"102","Mucos Pharma India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"103","SSM Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"104","General Medicine Therapeutics Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"105","Kaparthi Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"106","Zhenia Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"107","Abetar Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"108","Arco Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"109","Andwin Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"110","Smith & Kenner Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"111","Mediwave Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"112","L G Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"113","Alba Healthcare Pvt  Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"114","Sigma Drugs India Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"115","Shail Formulation Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"116","Austex Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"117","Aeron Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"118","G-well Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"119","DOT Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"120","Starmed Health Care Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"121","Astrantia Remedies Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"122","A V Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"123","Alacris Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"124","Pacific Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"125","Inducare Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"126","Nitfit Remedies Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"127","Alkrut Pharmaceuticals LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"128","Cytochrome Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"129","Avin Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"130","Adelmo Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"131","Reprasha Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"132","Eucrasia Pharma India","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"133","Aqua Fina Injecta Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"134","Aiwo Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"135","Thorab Pharma & Research Laboratory","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"136","Pharmacia India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"137","Flyzil Biotech Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"138","Addsum Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"139","Maxx and Nad Care Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"140","Indu Pharma Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"141","Ator Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"142","Stanpro Pharmaceutical Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"143","kalal & Saiyed Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"144","Shree Ganesh Rubber & Chemicals Co","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"145","Rubicon Health Care Pvt.Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"146","Airier Pharmaceitical Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"147","Module Pharmaceutical Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"148","Armac","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"149","Alanmark Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"150","Adventia Innopharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"151","Sanguine Remediesindia Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"152","Aim Four Life Line Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"153","Aspire Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"154","Salubres Formulations Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"155","Mediwon Research & Healthcare Corp","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"156","Altena Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"157","Auris Biosciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"158","Titli Lifesciences Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"159","Apex Diagnostic And Imaging Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"160","Nano Life Care","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"161","Mediheal Remedies","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"162","Anies Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"163","Lusian Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"164","Devburg Lifesciences Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"165","Wings Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"166","Azphar Remedies","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"167","Avicenna Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"168","Alencare Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"169","Aryan Biotech Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"170","Grandeur India Health Care","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"171","Endurable Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"172","Invida India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"173","Assiduous Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"174","Aust Ind Labs","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"175","Ambroza Lifecare LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"176","Ai Health Care LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"177","Joy Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"178","Eucare Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"179","Enactis Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"180","Rakesh Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"181","Eyeris Vision Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"182","Cad Pharma Inc","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"183","Naj Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"184","Ideal Healthcare Industries","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"185","Prakash Biopharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"186","Solariz Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"187","Nayan Vision","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"188","Piecan Pharma Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"189","Biostan Indian Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"190","Focaz Medipharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"191","Biovencer Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"192","Formahealth","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"193","Mediclone Health Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"194","Brio Wellness","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"195","Bayle's Pharmaceutical Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"196","Oddity Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"197","Aurio Pharma Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"198","Briskinn Solutions","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"199","Clinzerv","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"200","Bioalcon Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"201","Niksan Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"202","Accuffy Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"203","Sashwat Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"204","Balaark Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"205","Ashdee Health Care (OPC) Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"206","Bio-Well Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"207","Beetle Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"208","Beaumont Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"209","Ban Labs","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"210","Nabiqasim Industries Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"211","Future Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"212","Auarice Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"213","Edsel Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"214","Mareena Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"215","Indo French Laboratories Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"216","Greentek Heathcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"217","Pharmakon H & B Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"218","Bantom Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"219","Breeson's Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"220","Bikram Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"221","Bio Medica Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"222","Bengal Immunity Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"223","C. F. L Pharma Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"224","Pharmatech Solutions Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"225","Bowmen Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"226","Amvia Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"227","Durga Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"228","Baxil Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"229","Bishahari Chemical Works Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"230","BUPA Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"231","Newvista Biocare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"232","Chiron Behring Vaccines Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"233","Aarohi Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"234","Arsun Health Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"235","Servier India Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"236","Arunabh Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"237","Mendine Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"238","CPL Biologicals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"239","Minerva Medica Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"240","Oncocare Scientifics Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"241","Megde Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"242","Medi-Globe Corporation","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"243","Wellcure Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"244","Medisalve Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"245","Wrest Healthcare Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"246","Zyvieon Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"247","Lavanir Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"248","Benison Biomed","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"249","Magnum Laboratories Pvt  Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"250","Biozen Remedies Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"251","DM Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"252","Curetech Formulations (P) Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"253","Regaliz Medicare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"254","Dhanwantari Pharmaceutical","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"255","Zeus Drugs Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"256","Syqta Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"257","Park-Benz Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"258","Health Berry Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"259","Orimax Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"260","Bio Nova Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"261","Morvin India Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"262","Brain and Health Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"263","Mycure Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"264","Goldline Pharmaceuticals Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"265","Cosmoderm India","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"266","Cynosure Organics Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
"267","Stambh Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:31:00 AM"
