Product_id,Brand_id,Product_name,Product_stock,Product_isActive,typeofMedicine
"168","7009","Alerfix Total Tablet SR","5","TRUE","allopathy"
"169","6950","Alex-L Cough Syrup Mango","5","TRUE","allopathy"
"170","6472","Atropine Sulphate Injection","5","TRUE","allopathy"
"171","7280","Aquaviron Injection 1ml","5","TRUE","allopathy"
"172","6180","Aciclovir 400 Tablet","5","TRUE","allopathy"
"173","7434","Alkof DX Syrup","5","TRUE","allopathy"
"174","7344","ATM 500 Tablet","5","TRUE","allopathy"
"175","7155","Assurans Tablet","5","TRUE","allopathy"
"176","5947","Ambrolite D Syrup","5","TRUE","allopathy"
"177","4600","Actrapid HM 100IU/ml Penfill","5","TRUE","allopathy"
"178","7488","Aten 50 Tablet","5","TRUE","allopathy"
"179","7038","Azmarda 100mg Tablet","5","TRUE","allopathy"
"180","7155","Asthalin AX Syrup","5","TRUE","allopathy"
"181","7371","Alzolam 0.5mg Tablet","5","TRUE","allopathy"
"182","1237","A Kare Combipack","5","TRUE","allopathy"
"183","6470","Ambulax Tablet","5","TRUE","allopathy"
"184","7088","Amlovas-AT Tablet","5","TRUE","allopathy"
"185","7089","Asthakind-DX Junior Syrup Cherry","5","TRUE","allopathy"
"186","7155","Advent 228.5mg Dry Syrup","5","TRUE","allopathy"
"187","7155","Acivir 800 DT Tablet","5","TRUE","allopathy"
"188","7155","Alfusin Tablet PR","5","TRUE","allopathy"
"189","6851","Aziwok 500 Tablet","5","TRUE","allopathy"
"190","6974","Alkacitral Liquid","5","TRUE","allopathy"
"191","5641","Almox-CV 625 Tablet","5","TRUE","allopathy"
"192","6974","Azithral 100 Liquid","5","TRUE","allopathy"
"193","7155","Azee 100mg Dry Syrup Peppermint","5","TRUE","allopathy"
"194","6851","Ace-Proxyvon CR Tablet","5","TRUE","allopathy"
"195","6950","Ascoril C  Syrup","5","TRUE","allopathy"
"196","6950","Aprezo 30mg Tablet","5","TRUE","allopathy"
"197","6743","Apidra 100IU Cartridge","5","TRUE","allopathy"
"198","6616","Amlosafe 3D Tablet","5","TRUE","allopathy"
"199","7506","Andial 2mg Tablet","5","TRUE","allopathy"
"200","7304","Acenext P 100mg/325mg Tablet","5","TRUE","allopathy"
"201","4627","Acnesol A Nano Gel","5","TRUE","allopathy"
"202","6950","Ascoril Flu Syrup","5","TRUE","allopathy"
"203","6959","Asomex 2.5 Tablet","5","TRUE","allopathy"
"204","6574","Angiplat 2.5 Capsule TR","5","TRUE","allopathy"
"205","7434","Alkof Cofgel  Tablet","5","TRUE","allopathy"
"206","6974","Azithral 250mg DT Tablet","5","TRUE","allopathy"
"207","7371","Alzolam 0.25mg Tablet","5","TRUE","allopathy"
"208","7155","Advent 625 Tablet","5","TRUE","allopathy"
"209","7434","Alsita M 50mg/500mg Tablet","5","TRUE","allopathy"
"210","6974","Axogurd-SR Tablet","5","TRUE","allopathy"
"211","4999","Azoflox UTI Tablet","5","TRUE","allopathy"
"212","7281","Azulix 2 MF Tablet PR","5","TRUE","allopathy"
"213","6743","Amaryl MV 2mg Tablet SR","5","TRUE","allopathy"
"214","7281","Azulix 1 MF Tablet PR","5","TRUE","allopathy"
"215","7488","Aten 25 Tablet","5","TRUE","allopathy"
"216","6446","Azibact 500 Tablet","5","TRUE","allopathy"
"217","7155","Amlopres TL Tablet","5","TRUE","allopathy"
"218","5947","Ambrolite Syrup","5","TRUE","allopathy"
"219","7371","Actapro Tablet","5","TRUE","allopathy"
"220","7371","Aztor 20 Tablet","5","TRUE","allopathy"
"221","7434","Alkof Syrup","5","TRUE","allopathy"
"222","7232","Atorfit CV 10 Capsule","5","TRUE","allopathy"
"223","4627","Acnesol Gel","5","TRUE","allopathy"
"224","7161","Amtas 5 Tablet","5","TRUE","allopathy"
"225","6800","Alrgee 120mg Tablet","5","TRUE","allopathy"
"226","6743","Avil 50mg Tablet","5","TRUE","allopathy"
"227","7281","Arip MT 5 Tablet","5","TRUE","allopathy"
"228","6786","Alivher Tablet","5","TRUE","allopathy"
"229","7232","Apdrops LP  Eye Drop BAK Free","5","TRUE","allopathy"
"230","7645","Amrox-LS Syrup","5","TRUE","allopathy"
"231","6254","Altonil 3mg Tablet","5","TRUE","allopathy"
"232","6574","Allercet Cold Tablet","5","TRUE","allopathy"
"233","7155","Atorlip 10 Tablet","5","TRUE","allopathy"
"234","7371","Admenta 10 Tablet","5","TRUE","allopathy"
"235","4814","Amox 500mg Capsule","5","TRUE","allopathy"
"236","7155","Azee 250 Tablet","5","TRUE","allopathy"
"237","7155","Asthalin Respirator Solution","5","TRUE","allopathy"
"238","7155","Add Tears Lubricant Eye Drop","5","TRUE","allopathy"
"239","7434","Almox 250 Capsule","5","TRUE","allopathy"
"240","7371","Aztor Asp 75 Capsule","5","TRUE","allopathy"
"241","7155","Alkacip Syrup","5","TRUE","allopathy"
"242","6574","Arbitel-Trio 50 Tablet ER","5","TRUE","allopathy"
"243","7155","Acivir 200 DT Tablet","5","TRUE","allopathy"
"244","6973","Augmentin ES Oral Suspension","5","TRUE","allopathy"
"245","4303","Amrolstar Cream","5","TRUE","allopathy"
"246","7488","Adalene Nanogel Gel","5","TRUE","allopathy"
"247","6937","Apigat 2.5 Tablet","5","TRUE","allopathy"
"248","6616","Aeromont-B Tablet","5","TRUE","allopathy"
"249","7155","Amlopres 5 Tablet","5","TRUE","allopathy"
"250","7089","Abevia-N Tablet","5","TRUE","allopathy"
"251","7371","Acamprol Tablet","5","TRUE","allopathy"
"252","7390","Ancool  Oral Suspension Sugar Free","5","TRUE","allopathy"
"253","7088","Atormac CV10 Capsule","5","TRUE","allopathy"
"254","7232","Apdrops PD Eye Drop","5","TRUE","allopathy"
"255","1782","Amnurite  10 Tablet SR","5","TRUE","allopathy"
"256","3276","Atonide Gel","5","TRUE","allopathy"
"257","6574","Amlong-A Tablet","5","TRUE","allopathy"
"258","7155","Acivir 500 Infusion","5","TRUE","allopathy"
"259","4627","AF-K Lotion","5","TRUE","allopathy"
"260","7280","Amoxyclav 375 Tablet","5","TRUE","allopathy"
"261","7161","Abd 400mg Tablet","5","TRUE","allopathy"
"262","6574","Amlong 2.5 Tablet","5","TRUE","allopathy"
"263","3716","Alburel 20gm Solution for Infusion","5","TRUE","allopathy"
"264","7314","Anacin Tablet","5","TRUE","allopathy"
"265","6871","Azithro 250mg Tablet","5","TRUE","allopathy"
"266","7155","Azimax 500 Tablet","5","TRUE","allopathy"
"267","6616","Amlosafe-AT Tablet","5","TRUE","allopathy"
"268","4627","Air 180 Tablet","5","TRUE","allopathy"
"269","7161","Adilip 135 Tablet DR","5","TRUE","allopathy"
"270","7232","Apdrops Eye Drop","5","TRUE","allopathy"
"271","6616","Amlosafe 5 Tablet","5","TRUE","allopathy"
"272","6937","Apigat 5 Tablet","5","TRUE","allopathy"
"273","7314","Amlogard 5mg Tablet","5","TRUE","allopathy"
"274","6743","Amaryl MV 1mg Tablet SR","5","TRUE","allopathy"
"275","7155","Azee 500 Tablet","5","TRUE","allopathy"
"276","7155","ALERGIN L TABLET","5","TRUE","allopathy"
"277","7304","Aciloc Injection","5","TRUE","allopathy"
"278","6950","Alex P Syrup","5","TRUE","allopathy"
"279","6446","AZR Tablet","5","TRUE","allopathy"
"280","5774","Angicam-Beta Tablet","5","TRUE","allopathy"
"281","6235","Amicobal 10mg/1500mcg Tablet","5","TRUE","allopathy"
"282","7488","Actibile 300 Tablet","5","TRUE","allopathy"
"283","5947","Ambrolite Levo Syrup","5","TRUE","allopathy"
"284","6743","Amaryl M Forte 2mg Tablet PR","5","TRUE","allopathy"
"285","7155","Acivir Cream","5","TRUE","allopathy"
"286","7155","Azicip 250 Tablet","5","TRUE","allopathy"
"287","7088","Algesia CR 200mg/20mg Capsule","5","TRUE","allopathy"
"288","6950","Ascoril Expectorant","5","TRUE","allopathy"
"289","7488","Atorva 80 Tablet","5","TRUE","allopathy"
"290","7280","Acitrom 4 Tablet","5","TRUE","allopathy"
"291","7434","Alsita 100mg Tablet","5","TRUE","allopathy"
"292","1782","Amnurite  5 mg/1500 mcg Tablet","5","TRUE","allopathy"
"293","6950","Airz Capsule","5","TRUE","allopathy"
"294","6959","Asomex 5 Tablet","5","TRUE","allopathy"
"295","7371","Axcer  90mg Tablet","5","TRUE","allopathy"
"296","7280","Anaspas Tablet","5","TRUE","allopathy"
"297","7280","Ascabiol Emulsion","5","TRUE","allopathy"
"298","7371","Addwize 10mg Tablet","5","TRUE","allopathy"
"299","6950","Ascoril Plus Expectorant","5","TRUE","allopathy"
"300","6574","Amlong 10 Tablet","5","TRUE","allopathy"
"301","7161","Abd Plus Tablet","5","TRUE","allopathy"
"302","6574","Allercet-M Tablet","5","TRUE","allopathy"
"303","7390","Augpen -DS Suspension","5","TRUE","allopathy"
"304","6974","Althrocin Liquid","5","TRUE","allopathy"
"305","6851","Atocor 10 Tablet","5","TRUE","allopathy"
"306","7390","Augpen 625 BID Tablet","5","TRUE","allopathy"
"307","6616","Atchol-F Tablet","5","TRUE","allopathy"
"308","3284","Alensol-D Tablet","5","TRUE","allopathy"
"309","6574","Arbitel-Trio 25 Tablet ER","5","TRUE","allopathy"
"310","7155","Acivir Eye Ointment","5","TRUE","allopathy"
"311","6616","Aceclo Tablet","5","TRUE","allopathy"
"312","4600","Actrapid 100 IU/ml Flexpen","5","TRUE","allopathy"
"313","7161","Amitone 25mg Tablet","5","TRUE","allopathy"
"314","7280","Anafortan Syrup","5","TRUE","allopathy"
"315","6446","Acera-D Capsule SR","5","TRUE","allopathy"
"316","7488","Aerodil SF Expectorant","5","TRUE","allopathy"
"317","6961","Aculip H 12.5 mg/5 mg Tablet","5","TRUE","allopathy"
"318","7371","Aztolet  20 Tablet","5","TRUE","allopathy"
"319","6983","Amlopin 5 Tablet","5","TRUE","allopathy"
"320","6512","Arimidex 1mg Tablet","5","TRUE","allopathy"
"321","7161","Alzil-M 5 Tablet","5","TRUE","allopathy"
"322","7280","Acuvert Tablet","5","TRUE","allopathy"
"323","7434","Alciflox 500mg Tablet","5","TRUE","allopathy"
"324","7371","Azax 250 Tablet","5","TRUE","allopathy"
"325","6616","Aceclo Spas Tablet","5","TRUE","allopathy"
"326","7089","Asthakind-LS Drop","5","TRUE","allopathy"
"327","7280","Ascabiol Emulsion","5","TRUE","allopathy"
"328","6489","Alphadol 0.25mcg Capsule","5","TRUE","allopathy"
"329","6950","Alex Cough Lozenges Sugar Free","5","TRUE","allopathy"
"330","7281","Arip MT 10 Tablet","5","TRUE","allopathy"
"331","7054","Anabel Liquid Gel","5","TRUE","allopathy"
"332","6098","Aricep 5 Tablet","5","TRUE","allopathy"
"333","6616","Amlosafe-AT Tablet","5","TRUE","allopathy"
"334","6616","Aceclo SR Tablet","5","TRUE","allopathy"
"335","4603","Azopt Opthalmic Suspension","5","TRUE","allopathy"
"336","6842","Amitop 10 Tablet","5","TRUE","allopathy"
"337","6470","Ambulax M Tablet","5","TRUE","allopathy"
"338","7434","Alcipro 500mg Tablet","5","TRUE","allopathy"
"339","7155","Assurans Tablet","5","TRUE","allopathy"
"340","7390","Augpen LB 625 Tablet","5","TRUE","allopathy"
"341","2994","Alkaliser Syrup","5","TRUE","allopathy"
"342","7280","Aquaviron 40mg Capsule","5","TRUE","allopathy"
"343","6354","Angiwell 2.6mg Tablet","5","TRUE","allopathy"
"344","6535","Anaflam TH  4  Tablet","5","TRUE","allopathy"
"345","7161","Alzil 5 Tablet","5","TRUE","allopathy"
"346","5188","Amlo 5mg Tablet","5","TRUE","allopathy"
"347","7155","Asthalin Plus Expectorant","5","TRUE","allopathy"
"348","7280","Ascabiol Emulsion","5","TRUE","allopathy"
"349","7161","Amitone Plus Tablet","5","TRUE","allopathy"
"350","6853","Akt 2 Tablet","5","TRUE","allopathy"
"351","6950","Alex Plus Paediatric Oral Drops","5","TRUE","allopathy"
"352","3215","Antacid Tablet","5","TRUE","allopathy"
"353","6810","Apresol Tablet","5","TRUE","allopathy"
"354","6616","Atchol 40 Tablet","5","TRUE","allopathy"
"355","6574","Amlong-H Tablet","5","TRUE","allopathy"
"356","6950","Airz-FF Capsule","5","TRUE","allopathy"
"357","7263","Arflur 3D Tablet","5","TRUE","allopathy"
"358","7038","Azmarda 200mg Tablet","5","TRUE","allopathy"
"359","7371","Amixide 10mg Tablet","5","TRUE","allopathy"
"360","7280","Avomine 25mg Tablet MD","5","TRUE","allopathy"
"361","7371","Arpizol 2mg Tablet","5","TRUE","allopathy"
"362","6950","Ascodex Cough Syrup","5","TRUE","allopathy"
"363","7155","Aerocort Forte Rotacap","5","TRUE","allopathy"
"364","4627","AF 200 Tablet","5","TRUE","allopathy"
"365","6446","Aquasurge  Eye Drop","5","TRUE","allopathy"
"366","7488","Atorva Asp 75 Capsule","5","TRUE","allopathy"
"367","6616","Azivent 500 Tablet","5","TRUE","allopathy"
"368","6974","Azithral Eye Ointment","5","TRUE","allopathy"
"369","6176","Adtrol XT Tablet","5","TRUE","allopathy"
"370","7232","Aqualube Eye Drop","5","TRUE","allopathy"
"371","6364","Antisnake Venom Injection","5","TRUE","allopathy"
"372","7371","Acrotac 25mg Capsule","5","TRUE","allopathy"
"373","6180","Azathioprine 50mg Tablet","5","TRUE","allopathy"
"374","4303","Amrolstar Nail Lacquer","5","TRUE","allopathy"
"375","6574","Allercet-M Syrup","5","TRUE","allopathy"
"376","6616","Atchol 10 Tablet","5","TRUE","allopathy"
"377","6245","Alphagan Z Ophthalmic Solution","5","TRUE","allopathy"
"378","6446","Acutret 10 Capsule","5","TRUE","allopathy"
"379","7155","Acnedap Gel","5","TRUE","allopathy"
"380","4401","Amoxycillin 125mg Oral Suspension","5","TRUE","allopathy"
"381","6853","Advanced LCF Kid Expectorant","5","TRUE","allopathy"
"382","6509","Amitryn 10 Tablet","5","TRUE","allopathy"
"383","7161","Amtas-AT Tablet","5","TRUE","allopathy"
"384","7533","Accentrix Solution for Injection","5","TRUE","allopathy"
"385","7371","Arpizol 10 Tablet","5","TRUE","allopathy"
"386","7315","Alkasol Oral Solution","5","TRUE","allopathy"
"387","6963","Aldactone 100 Tablet","5","TRUE","allopathy"
"388","7371","Aztogold 20 Capsule","5","TRUE","allopathy"
"389","4618","Addna Tablet","5","TRUE","allopathy"
"390","7161","Amtas-M 50 Tablet PR","5","TRUE","allopathy"
"391","5767","Akilos-P Tablet","5","TRUE","allopathy"
"392","6574","Avas CV 10 Capsule","5","TRUE","allopathy"
"393","5903","Actilyse 50mg Injection","5","TRUE","allopathy"
"394","1769","Acceclowoc-SP Tablet","5","TRUE","allopathy"
"395","7263","Amodep AT Tablet","5","TRUE","allopathy"
"396","7155","Amlopres AT 25 Tablet","5","TRUE","allopathy"
"397","6245","Acular LS Ophthalmic Solution","5","TRUE","allopathy"
"398","7467","Anxipan Capsule","5","TRUE","allopathy"
"399","7155","Advent 91.4mg Drops Tangy Orange","5","TRUE","allopathy"
"400","7155","Azee XL 200mg Dry Syrup Peppermint","5","TRUE","allopathy"
"401","7089","Abevia 100 Capsule","5","TRUE","allopathy"
"402","6950","Alex Oral Drops Orange","5","TRUE","allopathy"
"403","7280","Amoxyclav DS Syrup","5","TRUE","allopathy"
"404","7371","Alcoliv Tablet","5","TRUE","allopathy"
"405","6472","Anosum Cream","5","TRUE","allopathy"
"406","7088","Amlovas-M 5/50 Tablet PR","5","TRUE","allopathy"
"407","4447","Alkamax MB Alkamax MB6 Oral Solution","5","TRUE","allopathy"
"408","6616","Amlosafe TM 40 Tablet","5","TRUE","allopathy"
"409","5947","Apetamin Syrup","5","TRUE","allopathy"
"410","6574","Aceflam P 100mg/325mg Tablet","5","TRUE","allopathy"
"411","6950","Ascovent -SR Tablet","5","TRUE","allopathy"
"412","6743","Amaryl 3mg Tablet","5","TRUE","allopathy"
"413","6851","Acotrust  Tablet","5","TRUE","allopathy"
"414","6245","Acupat Ophthalmic Solution","5","TRUE","allopathy"
"415","3287","Arcolane 2% Scalp Solution","5","TRUE","allopathy"
"416","4943","Atropine 1% Eye Drop","5","TRUE","allopathy"
"417","6871","Amyclox-LB Capsule","5","TRUE","allopathy"
"418","6535","Alamin Injection","5","TRUE","allopathy"
"419","1757","Aquim PF Eye Drop","5","TRUE","allopathy"
"420","6574","Arbitel-AM Tablet","5","TRUE","allopathy"
"421","6950","Aprecap 125/80 Capsule","5","TRUE","allopathy"
"422","7371","AB Phylline Syrup","5","TRUE","allopathy"
"423","6853","Azeflo FT Nasal Spray","5","TRUE","allopathy"
"424","7488","Atorva F Tablet","5","TRUE","allopathy"
"425","6099","Amicline Plus Tablet","5","TRUE","allopathy"
"426","7645","Acimol MR 100mg/325mg/250mg Tablet","5","TRUE","allopathy"
"427","7089","Abiways Tablet","5","TRUE","allopathy"
"428","7089","Asthakind Tablet","5","TRUE","allopathy"
"429","6950","Aprezo 10 Tablet","5","TRUE","allopathy"
"430","4627","Air 120 Tablet","5","TRUE","allopathy"
"431","5596","Amoxycillin  250mg Capsule","5","TRUE","allopathy"
"432","7467","Acenac SP 100mg/325mg/15mg Tablet","5","TRUE","allopathy"
"433","6974","Aginal-AT Tablet","5","TRUE","allopathy"
