Product_id,Product_name,Product_stock,Product_isActive,Brand_id,isactivated
215,Glimer 1 Tablet,1,TRUE,1,0
216,Glimer 3mg Tablet,1,TRUE,1,0
217,Gluformin G 1 New Tablet PR,1,TRUE,1,0
218,Gluformin I 1gm Tablet PR,1,TRUE,1,0
219,Gluformin XL New 500 Tablet PR,1,TRUE,1,0
220,Glurib 40mg Tablet,1,TRUE,1,0
221,Haemaccel Infusion,1,TRUE,1,0
222,Hansepran 50 Capsule,1,TRUE,1,0
223,Hydent Pro Toothpaste,1,TRUE,1,0
224,ICIDIL CD 120MG TABLET,1,TRUE,1,0
225,ICIDIL CD 90MG CAPSULE,1,TRUE,1,0
226,Icikinase 1.5MIU Injection,1,TRUE,1,0
227,Ictasure 50mg Tablet DT,1,TRUE,1,0
228,Ictasure 50mg Tablet SR,1,TRUE,1,0
229,Ime Cila 500mg/500mg Injection,1,TRUE,1,0
230,Imi Cila 250 mg/250 mg Injection,1,TRUE,1,0
231,Imi Cila 500 mg/500 mg Injection,1,TRUE,1,0
232,Inderal LA 80mg Tablet,1,TRUE,1,0
233,Influvac Tetra 2020/2021 Vaccine,1,TRUE,1,0
234,Kenacort 8mg Tablet,1,TRUE,1,0
235,Kenalog S Eye Ointment,1,TRUE,1,0
236,Lacoxa 10mg Injection,1,TRUE,1,0
237,Lacoxa 15mg Syrup,1,TRUE,1,0
238,Letrolife 2.5mg Tablet,1,TRUE,1,0
239,Levesam 500 Tablet,1,TRUE,1,0
240,Levesam Injection,1,TRUE,1,0
241,Librax 5 mg/2.5 mg Tablet,1,TRUE,1,0
242,Life 250mcg Injection,1,TRUE,1,0
243,Limcee Zinc Chewable Tablet Orange,1,TRUE,1,0
244,Linaxon 2mg Injection,1,TRUE,1,0
245,Linzopoint 600mg Infusion,1,TRUE,1,0
246,Lipigoal 10 Tablet,1,TRUE,1,0
247,Lipizyl 300mg Capsule,1,TRUE,1,0
248,Lmwx 20 Injection,1,TRUE,1,0
249,Lobate AL Gel,1,TRUE,1,0
250,Lobate Cream,1,TRUE,1,0
251,Lobate Dusting Powder,1,TRUE,1,0
252,Lobate GN Skin Cream,1,TRUE,1,0
253,Lobate M Cream,1,TRUE,1,0
255,Lofatin Lotion,1,TRUE,1,0
256,Lolept 3gm Granules,1,TRUE,1,0
257,Lorsaid 8mg Tablet,1,TRUE,1,0
258,Lot 50mg Tablet,1,TRUE,1,0
260,Luratrend 80mg Tablet,1,TRUE,1,0
261,Lveffect 10 Tablet,1,TRUE,1,0
262,Lysupra Syrup,1,TRUE,1,0
263,Lysupra Tablet,1,TRUE,1,0
264,M Cold Plus Tablet,1,TRUE,1,0
265,MDD XR 25 Tablet,1,TRUE,1,0
266,MFORTAN D TABLET,1,TRUE,1,0
267,Malidens 650 Tablet,1,TRUE,1,0
268,Maxodyl Syrup,1,TRUE,1,0
269,Mbkacin 500mg Injection,1,TRUE,1,0
270,Megamox 250mg Tablet DT,1,TRUE,1,0
271,Megamox 500mg Tablet DT,1,TRUE,1,0
273,Melaglow New Skin Brightening and Lightening Cream,1,TRUE,1,0
274,Melaglow Prime Depigmenting Cream,1,TRUE,1,0
276,Melalite Forte Cream,1,TRUE,1,0
277,Methimercazole 5 Tablet,1,TRUE,1,0
278,Metica G 5 mg/500 mg Tablet,1,TRUE,1,0
279,Mexef 375mg Tablet SR,1,TRUE,1,0
280,Minichek 2% Solution,1,TRUE,1,0
281,Moxydil 250mg Capsule,1,TRUE,1,0
282,Ncal Tablet,1,TRUE,1,0
283,Nervup PG Capsule,1,TRUE,1,0
284,Nervuptin Tablet,1,TRUE,1,0
285,New Deletus BX Expectorant,1,TRUE,1,0
286,Newcold ml 5mg/10mg Tablet,1,TRUE,1,0
287,Nico Droxil 500mg Tablet,1,TRUE,1,0
288,Nicocycline 500mg Capsule,1,TRUE,1,0
289,Nicoduce 48mg Injection,1,TRUE,1,0
290,Nicoflox TZ Tablet,1,TRUE,1,0
291,Nicomem Injection,1,TRUE,1,0
292,Nicophen 22.75mg Injection,1,TRUE,1,0
293,Nicophenicol 250mg Capsule,1,TRUE,1,0
294,Nicoroxi 150mg Tablet,1,TRUE,1,0
295,Nicotac 150mg Tablet,1,TRUE,1,0
296,Nicotac D 10mg/150mg Tablet,1,TRUE,1,0
297,Nimuflex-MR Tablet,1,TRUE,1,0
298,Niplonac 100mg Tablet,1,TRUE,1,0
299,Niplonac 200mg Tablet SR,1,TRUE,1,0
300,Nkacin 250mg Injection,1,TRUE,1,0
301,Normictal 400mg Tablet,1,TRUE,1,0
302,Nubeta 2.5 Tablet,1,TRUE,1,0
303,Nubeta 5 Tablet,1,TRUE,1,0
304,Nubeta SM Tablet,1,TRUE,1,0
305,Nupod CV 100mg/62.5mg Tablet DT,1,TRUE,1,0
306,Nutricerat Intense Nutrition Shampoo,1,TRUE,1,0
307,Olin D Eye Drop,1,TRUE,1,0
308,Omacor Capsule,1,TRUE,1,0
309,Omepp D Capsule,1,TRUE,1,0
310,Omna XP 1000 mg/125 mg Injection,1,TRUE,1,0
311,Omna XP 250 mg/31.25 mg Injection,1,TRUE,1,0
312,Omnacefpo 50mg Dry Syrup,1,TRUE,1,0
313,Omnatax 250mg Injection,1,TRUE,1,0
314,Omnatax O 200mg Tablet,1,TRUE,1,0
315,Orahex DG Oral Rinse Spearmint Sugar Free,1,TRUE,1,0
317,Orahex Pro Mouth Wash,1,TRUE,1,0
318,Orthobid 100mg Tablet,1,TRUE,1,0
319,Orthobid 50mg Suspension,1,TRUE,1,0
320,Orthobid Gel,1,TRUE,1,0
321,Orthobid MR Tablet,1,TRUE,1,0
322,Oxep 150mg Tablet,1,TRUE,1,0
323,Oxep 300mg Tablet,1,TRUE,1,0
324,Oxep 600mg Tablet,1,TRUE,1,0
326,Oxmazetol ER 300 Tablet,1,TRUE,1,0
327,Oxmazetol ER 600 Tablet,1,TRUE,1,0
328,Oxytetracycline 50mg Injection,1,TRUE,1,0
329,PANTAGON 40 MG CAPSULE,1,TRUE,1,0
330,PHENLINCTUS SYRUP,1,TRUE,1,0
331,PPG 0.3 Tablet,1,TRUE,1,0
332,PPG Trio Forte 1mg Tablet SR,1,TRUE,1,0
333,PUREGON 150MG INJECTION,1,TRUE,1,0
334,PUREGON R 300IU INJECTION,1,TRUE,1,0
335,Pandiff 40 mg/30 mg Capsule,1,TRUE,1,0
336,Pandiff 40mg Injection,1,TRUE,1,0
337,Pankreoflat 170mg/80mg Tablet,1,TRUE,1,0
338,Pankreoflat HD Tablet,1,TRUE,1,0
339,Pantagon IT 40 mg/150 mg Capsule SR,1,TRUE,1,0
340,Parazolandin Tablet,1,TRUE,1,0
341,Parihep 40mg Injection,1,TRUE,1,0
342,Pedialyte Electrolyte Enriched Fruit Drink Apple,1,TRUE,1,0
343,Phenargan Plus Oral Suspension,1,TRUE,1,0
344,Phenergan 10 Tablet,1,TRUE,1,0
345,Phenergan Syrup,1,TRUE,1,0
346,Phenobarbitone 200mg Injection,1,TRUE,1,0
347,Phensedyl LM Tablet,1,TRUE,1,0
348,Phosfomin TM Iron Tablet,1,TRUE,1,0
349,Phosfomin XT Tablet,1,TRUE,1,0
350,Piracillin 500mg Injection,1,TRUE,1,0
351,Piraflox O 200 mg/500 mg Infusion,1,TRUE,1,0
352,Pirazole DSR 30 mg/20 mg Capsule,1,TRUE,1,0
353,Pirazole S 40mg Tablet,1,TRUE,1,0
354,Pleumet 100mg Injection,1,TRUE,1,0
355,Pomahope 1mg Capsule,1,TRUE,1,0
356,Pomahope 4mg Capsule,1,TRUE,1,0
357,Powernac 200mg Tablet SR,1,TRUE,1,0
358,Pregamet 75 Capsule,1,TRUE,1,0
359,Pregamet SR Tablet,1,TRUE,1,0
360,Preservgest 400 SR Tablet,1,TRUE,1,0
361,Preservgest SR 200 Tablet,1,TRUE,1,0
362,Pro 9 200mg Capsule,1,TRUE,1,0
363,Pro 9 200mg Injection,1,TRUE,1,0
364,Prothiaden 75 Tablet,1,TRUE,1,0
365,Protussa Cough Syrup,1,TRUE,1,0
366,Protussa Plus Syrup,1,TRUE,1,0
367,Quadriderm RF Cream,1,TRUE,1,0
368,Quinobact 250mg Tablet,1,TRUE,1,0
369,R-Cid Plus 30mg/20mg Capsule SR,1,TRUE,1,0
370,R2 10 Tablet,1,TRUE,1,0
371,R2 40 Tablet,1,TRUE,1,0
372,R2 Trio 10mg Capsule,1,TRUE,1,0
373,R2 Trio 20mg Capsule,1,TRUE,1,0
374,R2-ASP 150 Tablet,1,TRUE,1,0
375,R2-F 5 Tablet,1,TRUE,1,0
376,REVILIFE 100 MG TABLET,1,TRUE,1,0
377,REVILIFE 50 MG TABLET,1,TRUE,1,0
378,Racy 100mg Capsule,1,TRUE,1,0
379,Racy 30mg Sachet,1,TRUE,1,0
380,Ralosto 60mg Tablet,1,TRUE,1,0
381,Rashfree Natural Soft Baby Wipes,1,TRUE,1,0
382,Recormon 2000IU Injection,1,TRUE,1,0
383,Recormon 5000IU Injection,1,TRUE,1,0
384,Renfor 360mg Tablet,1,TRUE,1,0
385,Rengraf 0.5mg Capsule,1,TRUE,1,0
386,Rengraf 1 Capsule,1,TRUE,1,0
387,Reoxx 12.5mg Tablet,1,TRUE,1,0
388,Reoxx CD 25mg Tablet,1,TRUE,1,0
389,Rezfuran 100mg Tablet,1,TRUE,1,0
390,Rhofenid 2.5% Gel,1,TRUE,1,0
391,Rhofenid 200mg Tablet SR,1,TRUE,1,0
392,Rhofenid 5mg/ml Injection,1,TRUE,1,0
393,Riligol Injection,1,TRUE,1,0
396,Ronemox CV 500mg/125mg Tablet,1,TRUE,1,0
397,Ropizuva 2mg Injection,1,TRUE,1,0
398,Rotasure Oral Vaccine,1,TRUE,1,0
399,SD HbsAg Test Kit,1,TRUE,1,0
400,SYMOXYL KID 125 MG TABLET,1,TRUE,1,0
401,Scabigard-P Lotion,1,TRUE,1,0
402,Secnil 500mg Injection,1,TRUE,1,0
404,Selsun Daily Anti-Dandurff Shampoo (60ml Each),1,TRUE,1,0
406,Selsun S Shampoo,1,TRUE,1,0
407,Selsun Suspension (60ml Each),1,TRUE,1,0
409,Semi Tribet 2 mg/500 mg/7.5 mg Tablet SR,1,TRUE,1,0
410,Semi-Euglucon 2.5mg Tablet,1,TRUE,1,0
411,Siaglide 50 Tablet,1,TRUE,1,0
412,Siquil 10mg Tablet,1,TRUE,1,0
413,Sorbitrate Insta Tablet,1,TRUE,1,0
414,Spicold 500 mg/25 mg/2 mg Tablet,1,TRUE,1,0
415,Stator 80 Tablet,1,TRUE,1,0
416,Stator AM 5mg/10mg Tablet,1,TRUE,1,0
417,Stator Asp 150 Capsule,1,TRUE,1,0
418,Stator GM 500mg/2mg/10mg Tablet,1,TRUE,1,0
419,Stator R 5mg/10mg Tablet,1,TRUE,1,0
420,Sterilance 28G Lite 3 Button Activated Safety Lancet (Only Lancets),1,TRUE,1,0
422,Supercin 2% Ointment,1,TRUE,1,0
423,Supermet-AM Tablet PR,1,TRUE,1,0
424,Suprarize Capsule,1,TRUE,1,0
425,Surbex FE Chewable Tablet,1,TRUE,1,0
426,Surbex Star Capsule,1,TRUE,1,0
427,Surmontil 10mg Tablet,1,TRUE,1,0
428,Szetalo 10 Tablet,1,TRUE,1,0
431,TG Goal 160mg Tablet,1,TRUE,1,0
432,TRIZIDINE 20MG TABLET,1,TRUE,1,0
433,TUFDROX CV 250 MG/62.5 MG TABLET DT,1,TRUE,1,0
434,Telpres CT 40/6.25 Tablet,1,TRUE,1,0
435,Telpres-AMH Tablet,1,TRUE,1,0
436,Tenoclor 25 Tablet,1,TRUE,1,0
437,Tenormin 25 Tablet,1,TRUE,1,0
438,Tevadox 10mg Injection,1,TRUE,1,0
439,Tevafen 10mg Tablet,1,TRUE,1,0
440,Tevatrex 50mg Injection,1,TRUE,1,0
441,Thiospas 4 Capsule,1,TRUE,1,0
442,Thiospas-A 100mg/8mg Tablet,1,TRUE,1,0
443,Thiospas-A 8 Tablet,1,TRUE,1,0
444,Thyrocal D3 Tablet,1,TRUE,1,0
446,Thyronorm 62.5mcg Tablet,1,TRUE,1,0
447,Thyrowin 25mcg Tablet,1,TRUE,1,0
448,Tidicip 500mg/600mg Tablet,1,TRUE,1,0
449,Tixylix LS Syrup,1,TRUE,1,0
450,Topac Plus 50mg/500mg Tablet,1,TRUE,1,0
451,Topac SP 50mg/10mg Tablet,1,TRUE,1,0
452,Tossex DMR Syrup Kiwi Sugar Free,1,TRUE,1,0
453,Tossex T Syrup,1,TRUE,1,0
454,Tribetrol 1 Tablet SR,1,TRUE,1,0
455,Tribetrol 2 Forte Tablet SR,1,TRUE,1,0
456,Trueplan 200mg Injection,1,TRUE,1,0
457,Tufacne 10 Capsule,1,TRUE,1,0
458,Tvaksh Acne Wash,1,TRUE,1,0
459,Tyza Tablet,1,TRUE,1,0
460,Udiliv 150mg Tablet,1,TRUE,1,0
461,Udistrong Sachet,1,TRUE,1,0
462,Ulcikit 20mg/500mg/750mg Kit,1,TRUE,1,0
463,Urocolor SD Urine Test Strip 2 Parameter,1,TRUE,1,0
464,Uvox CR 100mg Tablet,1,TRUE,1,0
465,VAHFLAM 20 MG/500 MG TABLET,1,TRUE,1,0
466,Valance 125 Tablet,1,TRUE,1,0
468,Valance OD 1g Eazy Glide Tablet PR,1,TRUE,1,0
469,Valance OD 250 Tablet PR,1,TRUE,1,0
470,Valance OD 750 Eazy Glide Tablet PR,1,TRUE,1,0
471,Valium 10mg Tablet,1,TRUE,1,0
472,Valium 5 Tablet,1,TRUE,1,0
473,Valto 10mg Tablet,1,TRUE,1,0
474,Value 20mg Tablet,1,TRUE,1,0
475,Vaxone S 1.5gm Injection,1,TRUE,1,0
476,Vaxone S 1gm Injection,1,TRUE,1,0
477,Vertin 8mg Tablet,1,TRUE,1,0
478,Vertin DT 24 Tablet,1,TRUE,1,0
479,Vertin DT 8 Tablet,1,TRUE,1,0
480,Viadek Tablet Gluten Free,1,TRUE,1,0
481,Vicard T 2mg Tablet,1,TRUE,1,0
482,Vilaxel 40 Tablet,1,TRUE,1,0
483,Vogeab GM 1mg/500mg/0.2mg Tablet,1,TRUE,1,0
484,Win BP CT 20/12.5 Tablet,1,TRUE,1,0
485,Win BP H 12.5 mg/40 mg Tablet,1,TRUE,1,0
486,Win BP H 12.5 mg/80 mg Tablet,1,TRUE,1,0
487,Winbp 20 Tablet,1,TRUE,1,0
488,Winbp 40 Tablet,1,TRUE,1,0
489,Winbp CT 40/6.25 Tablet,1,TRUE,1,0
490,Winbp MT 50 Tablet,1,TRUE,1,0
491,Winbp-AM 20 Tablet,1,TRUE,1,0
492,Winbp-AM 40 Tablet,1,TRUE,1,0
493,XARB H Tablet,1,TRUE,1,0
494,Xamdex 100mcg Injection,1,TRUE,1,0
495,Xevor 5mg Tablet,1,TRUE,1,0
496,Xultophy Injection,1,TRUE,1,0
497,ZOLANDIN 200MG TABLET,1,TRUE,1,0
498,Zamitol 0.5mg Tablet,1,TRUE,1,0
499,Zappy 10mg Tablet,1,TRUE,1,0
500,Zappy 250mg/5ml Suspension,1,TRUE,1,0
501,Zeformin XR 30 Tablet,1,TRUE,1,0
502,Zeformin XR 60 Tablet,1,TRUE,1,0
503,Zil 300mg Tablet,1,TRUE,1,0
504,Zil 500mg Tablet,1,TRUE,1,0
505,Zil 600mg Tablet,1,TRUE,1,0
506,Zil-O Tablet,1,TRUE,1,0
507,Zimnic 100mg Tablet DT,1,TRUE,1,0
508,Zimnic 200 Tablet,1,TRUE,1,0
509,Zimnic 50mg Tablet DT,1,TRUE,1,0
510,Zimnic AZ 200 mg/250 mg Tablet,1,TRUE,1,0
511,Zimnic CV 100 mg/62.5 mg Tablet DT,1,TRUE,1,0
512,Zithrolect 500 Tablet,1,TRUE,1,0
513,Zobid D 50 Tablet DT,1,TRUE,1,0
514,Zobid SR 100 Tablet,1,TRUE,1,0
515,Zolfresh 5 Tablet,1,TRUE,1,0
516,Zomelis Met 50mg/500mg Tablet,1,TRUE,1,0
517,Zonicare 100mg Capsule,1,TRUE,1,0
519,AB-Ramprel 2.5mg Tablet,1,TRUE,1,0
520,ABHOPE 300MG TABLET,1,TRUE,1,0
521,ACEVAH P 100 MG/650 MG TABLET,1,TRUE,1,0
522,AbVoge 0.3 Tablet MD,1,TRUE,1,0
523,Abact 500mg Tablet,1,TRUE,1,0
524,Abbott New Lysupra Syrup Banana, Pineapple and Orange Sweet,1,TRUE,1,0
526,Abetorox 120 Tablet,1,TRUE,1,0
527,Abetorox 90 Tablet,1,TRUE,1,0
528,Abixim O Tablet,1,TRUE,1,0
529,Abrozu Gold 75mg/20mg/75mg Capsule,1,TRUE,1,0
530,Abtelmi 20 Tablet,1,TRUE,1,0
531,Abtelmi 80 Tablet,1,TRUE,1,0
